probe chr TSS NAME strand
6822 19 48389654 SULT2A1 -
6820 19 49055332 SULT2B1 +
25830 22 44258398 SULT4A1 -
391365 2 37423741 SULT6B1 -
285362 3 4508965 SUMF1 -
25870 7 56131695 SUMF2 +
7341 2 203103331 SUMO1 -
6613 17 73179078 SUMO2 -
6612 21 46238694 SUMO3 -
387082 6 149721495 SUMO4 +
23353 7 855528 SUN1 +
25777 22 39190148 SUN2 -
256979 7 48068716 SUN3 -
140732 20 31592239 SUN5 -
6821 12 56390964 SUOX +
11198 14 21852425 SUPT16H -
55578 13 37633850 SUPT20H -
8464 6 45345690 SUPT3H -
6827 17 56430454 SUPT4H1 -
6829 19 39926796 SUPT5H +
6830 17 26989109 SUPT6H +
9913 2 27886676 SUPT7L -
6832 10 70939988 SUPV3L1 +
6834 9 136223552 SURF1 -
6835 9 136223428 SURF2 +
6836 9 136242970 SURF4 -
6838 9 136203235 SURF6 -
64420 9 114937688 SUSD1 -
56241 22 24577227 SUSD2 +
203328 9 95820989 SUSD3 +
55061 1 223537544 SUSD4 -
26032 3 33260707 SUSD5 -
79723 10 14920819 SUV39H2 +
51111 11 67981295 SUV420H1 -
84787 19 55851221 SUV420H2 +
23512 17 30264037 SUZ12 +
9900 1 149889434 SV2A -
9899 15 91643180 SV2B +
22987 5 75378997 SV2C +
79987 9 113342160 SVEP1 -
6840 10 30025710 SVIL -
258010 11 22851845 SVIP -
55530 12 109459045 SVOP -
136306 7 138386097 SVOPL -
23075 11 9685624 SWAP70 +
375757 9 131037658 SWI5 +
126074 19 11485361 SWSAP1 +
54823 1 185126212 SWT1 +
55638 8 110704020 SYBU -
93426 10 135382876 SYCE1 -
100130958 16 77233294 SYCE1L +
256126 19 13030090 SYCE2 -
644186 22 51001334 SYCE3 -
342898 19 39694906 SYCN -
6847 1 115397424 SYCP1 +
10388 20 58508710 SYCP2 -
221711 6 10748027 SYCP2L +
50511 12 102133250 SYCP3 -
85360 19 15218214 SYDE1 +
84144 1 85666729 SYDE2 -
25949 1 25558993 SYF2 -
6850 9 93564069 SYK +
8189 19 46366548 SYMPK -
8224 22 33454358 SYN3 -
81493 1 33169197 SYNC -
10492 6 86353510 SYNCRIP -
79953 20 24449835 SYNDIG1 +
646658 14 74892805 SYNDIG1L -
23345 6 152958936 SYNE1 -
23224 14 64319683 SYNE2 +
161176 14 95942173 SYNE3 -
163183 19 36499695 SYNE4 -
8831 6 33387847 SYNGAP1 +
9145 22 39745930 SYNGR1 +
9144 17 76164639 SYNGR2 +
9143 16 2039661 SYNGR3 +
23546 19 48867652 SYNGR4 +
8867 21 34100359 SYNJ1 -
8871 6 158402888 SYNJ2 +
55333 14 70883778 SYNJ2BP -
23336 15 99638420 SYNM +
11346 5 149980642 SYNPO +
171024 4 119809996 SYNPO2 +
79933 10 75423561 SYNPO2L -
132204 3 63213991 SYNPR +
11276 17 35969544 SYNRG -
6856 7 105753022 SYPL1 -
284612 1 110009180 SYPL2 +
90196 20 43990577 SYS1 +
6857 12 79257773 SYT1 +
341359 12 33592754 SYT10 -
23208 1 155829300 SYT11 +
91683 11 66774249 SYT12 +
57586 11 45307870 SYT13 -
255928 1 210111538 SYT14 +
83849 10 46971400 SYT15 +
83851 14 62453803 SYT16 +
51760 16 19179293 SYT17 +
127833 1 202679545 SYT2 -
84258 19 51171651 SYT3 -
6860 18 40857615 SYT4 -
6861 19 55691809 SYT5 -
148281 1 114696541 SYT6 -
9066 11 61348620 SYT7 -
90019 11 1848709 SYT8 +
143425 11 7260009 SYT9 +
84958 1 27668513 SYTL1 +
54843 11 85522184 SYTL2 -
94120 6 159071046 SYTL3 +
84447 11 64902004 SYVN1 -
26099 1 16679070 SZRD1 +
23334 1 43855553 SZT2 +
6862 6 166582188 T -
134864 6 132967142 TAAR1 -
9287 6 132945414 TAAR2 -
9038 6 132910877 TAAR5 -
319100 6 132891461 TAAR6 +
83551 6 132873832 TAAR8 +
10454 22 39795746 TAB1 +
23118 6 149539777 TAB2 +
6863 7 97361220 TAC1 +
6866 12 57422667 TAC3 -
255061 17 47925379 TAC4 -
6867 8 38585704 TACC1 +
10579 10 123748689 TACC2 +
10460 4 1723227 TACC3 +
51204 17 61678231 TACO1 +
6869 2 75426826 TACR1 -
6865 10 71176623 TACR2 -
6870 4 104640973 TACR3 -
4070 1 59043166 TACSTD2 -
117143 1 166845564 TADA1 -
6871 17 35766965 TADA2A +
93624 4 7043626 TADA2B +
10474 3 9834695 TADA3 -
6881 11 6633898 TAF10 -
6882 6 34855866 TAF11 -
6883 1 28969597 TAF12 -
6884 1 109618624 TAF13 -
8148 17 34136459 TAF15 +
9015 1 222763275 TAF1A -
9014 2 9983483 TAF1B +
9013 16 84220669 TAF1C -
79101 11 93517557 TAF1D -
138474 9 32635667 TAF1L -
6873 8 120845103 TAF2 -
83860 10 7860467 TAF3 +
6874 20 60640866 TAF4 -
6875 18 23805900 TAF4B +
6877 10 105127724 TAF5 +
27097 1 229761794 TAF5L -
6878 7 99717464 TAF6 -
10629 11 62538775 TAF6L +
6879 5 140700330 TAF7 -
129685 6 42018251 TAF8 +
6880 5 68665840 TAF9 -
117289 6 159466184 TAGAP -
6876 11 117070037 TAGLN +
8407 1 159895522 TAGLN2 -
29114 3 111717511 TAGLN3 +
6886 1 47697892 TAL1 -
6887 9 108424738 TAL2 +
6888 11 747329 TALDO1 +
132001 3 11888393 TAMM41 -
85461 2 159825146 TANC1 +
26115 17 61086917 TANC2 +
128989 22 20004537 TANGO2 +
79613 16 68877507 TANGO6 +
10010 2 161993419 TANK +
57551 17 27717482 TAOK1 +
9344 16 29984962 TAOK2 +
51347 12 118810750 TAOK3 -
6890 6 32821755 TAP1 -
6891 6 32806599 TAP2 -
6892 6 33282164 TAPBP -
55080 12 6560856 TAPBPL +
202018 4 16229033 TAPT1 -
6894 1 234614849 TARBP1 -
6895 12 53894705 TARBP2 +
23435 1 11072414 TARDBP +
441864 19 54584634 TARM1 -
6897 5 33440802 TARS +
80222 1 150459887 TARS2 +
123283 15 102264807 TARSL2 -
80835 1 6615241 TAS1R1 +
80834 1 19186176 TAS1R2 -
83756 1 1266694 TAS1R3 +
50834 5 9712490 TAS2R1 -
50839 12 10978957 TAS2R10 -
50838 12 11062161 TAS2R13 -
50840 12 11324172 TAS2R14 -
50833 7 122635754 TAS2R16 -
259294 12 11175219 TAS2R19 -
259295 12 11150474 TAS2R20 -
50831 7 141463897 TAS2R3 +
259293 12 11287243 TAS2R30 -
259290 12 11184006 TAS2R31 -
5726 7 141673573 TAS2R38 -
259285 7 142880512 TAS2R39 +
50832 7 141478242 TAS2R4 +
259286 7 142919130 TAS2R40 +
259287 7 143174966 TAS2R41 +
353164 12 11339543 TAS2R42 -
259289 12 11244912 TAS2R43 -
259292 12 11214893 TAS2R46 -
54429 7 141490017 TAS2R5 +
259296 12 11139511 TAS2R50 -
338398 7 143140546 TAS2R60 +
50837 12 10955226 TAS2R7 -
50836 12 10959892 TAS2R8 -
50835 12 10962767 TAS2R9 -
55617 20 13619587 TASP1 -
6898 16 71611033 TAT -
83940 8 125551699 TATDN1 -
9797 3 10289707 TATDN2 +
128387 1 212965170 TATDN3 +
8887 7 27778950 TAX1BP1 +
30851 17 3571976 TAX1BP3 -
219793 10 72545157 TBATA -
23216 4 37892708 TBC1D1 +
83874 22 30723035 TBC1D10A -
26000 16 30381585 TBC1D10B -
374403 11 67171386 TBC1D10C +
23232 10 96162261 TBC1D12 +
54662 9 131549483 TBC1D13 +
57533 4 6910969 TBC1D14 +
64786 12 72233487 TBC1D15 +
125058 17 78009647 TBC1D16 -
79735 19 50380682 TBC1D17 +
55296 4 26578059 TBC1D19 +
55357 9 101017915 TBC1D2 -
128637 20 443197 TBC1D20 -
161514 15 74165949 TBC1D21 +
25771 22 47158518 TBC1D22A +
55633 6 37225548 TBC1D22B +
55773 3 99979844 TBC1D23 +
57465 16 2525147 TBC1D24 +
353149 17 15635561 TBC1D26 +
254272 17 18565263 TBC1D28 -
26083 17 28884130 TBC1D29 +
23102 15 78370066 TBC1D2B -
729873 17 36358166 TBC1D3 -
23329 12 65174589 TBC1D30 +
93594 8 124054208 TBC1D31 +
221322 6 121655891 TBC1D32 -
414059 17 34503996 TBC1D3B -
414060 17 34757050 TBC1D3C -
84218 17 36283971 TBC1D3F -
729877 17 34808061 TBC1D3H -
9882 13 76056250 TBC1D4 -
9779 3 18486309 TBC1D5 -
51256 6 13328815 TBC1D7 -
11138 2 101869328 TBC1D8 -
23158 4 141677274 TBC1D9 -
23061 5 179334859 TBC1D9B -
6902 5 77164604 TBCA -
1155 19 36605191 TBCB +
6903 6 42714558 TBCC -
55171 3 186288332 TBCCD1 -
6904 17 80709940 TBCD +
6905 1 235530675 TBCE +
219899 11 120894781 TBCEL +
93627 4 107242652 TBCK -
29110 12 64845660 TBK1 +
9755 17 45771447 TBKBP1 +
79718 3 176915261 TBL1XR1 -
26608 7 72993121 TBL2 -
10607 16 2022038 TBL3 +
6908 6 170863390 TBP +
9519 6 134273308 TBPL1 +
387332 14 55923444 TBPL2 -
10716 2 162272605 TBR1 +
84897 11 124492732 TBRG1 +
9238 7 45151646 TBRG4 -
6899 22 19744226 TBX1 +
347853 11 67407031 TBX10 -
6913 1 119532179 TBX15 -
9096 6 85474237 TBX18 -
9095 1 168250278 TBX19 +
6909 17 59477257 TBX2 +
57057 7 35293758 TBX20 -
30009 17 45810610 TBX21 +
6926 12 115121969 TBX3 -
9496 17 59529765 TBX4 +
6910 12 114846247 TBX5 -
6911 16 30103208 TBX6 -
6915 19 3606838 TBXA2R -
6916 7 139476850 TBXAS1 +
123036 14 92333880 TC2N -
285343 3 44379611 TCAIM +
8557 17 37820440 TCAP +
6917 8 54935089 TCEA1 -
6919 20 62681189 TCEA2 +
6920 1 23751233 TCEA3 -
127428 1 54519260 TCEANC2 +
6921 8 74884522 TCEB1 -
6923 16 2827298 TCEB2 -
6924 1 24069645 TCEB3 +
51224 18 44561988 TCEB3B -
162699 18 44556449 TCEB3C -
728929 18 44550534 TCEB3CL -
100506888 18 44544607 TCEB3CL2 -
10915 5 145826874 TCERG1 +
256536 10 133109984 TCERG1L -
6938 15 57210821 TCF12 +
6939 20 591042 TCF15 -
6941 6 31126319 TCF19 +
6942 22 42739622 TCF20 -
6943 6 134210276 TCF21 +
150921 2 27371872 TCF23 +
100129654 8 67874825 TCF24 -
22980 16 89940000 TCF25 +
6929 19 1652604 TCF3 -
6925 18 53332018 TCF4 -
6932 5 133450402 TCF7 +
83439 2 85360533 TCF7L1 +
6934 10 114710009 TCF7L2 +
10732 20 61493115 TCFL5 -
7062 1 152086556 TCHH -
126637 1 152061540 TCHHL1 -
84260 12 110338069 TCHP +
10312 11 67806483 TCIRG1 +
8115 14 96180533 TCL1A -
9623 14 96152754 TCL1B +
6947 11 59634048 TCN1 -
6948 22 31002825 TCN2 +
6949 5 149737202 TCOF1 +
6950 6 160210781 TCP1 -
6953 6 167797998 TCP10 -
140290 21 33959683 TCP10L -
401285 6 167559902 TCP10L2 +
6954 6 35116387 TCP11 -
55346 11 33060963 TCP11L1 +
255394 12 106695707 TCP11L2 +
6988 3 49449639 TCTA +
202500 6 44265458 TCTE1 -
6991 6 170151655 TCTE3 -
200132 1 67218142 TCTEX1D1 +
255758 3 196045170 TCTEX1D2 -
343521 1 45272957 TCTEX1D4 -
79600 12 111051832 TCTN1 +
79867 12 124155660 TCTN2 +
26123 10 97453900 TCTN3 -
6996 12 104359582 TDG +
6997 3 46616045 TDGF1 +
6999 4 156775890 TDO2 +
55775 14 90421283 TDP1 +
51567 6 24667261 TDP2 -
56165 10 115939029 TDRD1 +
126668 1 154474695 TDRD10 +
91646 19 33210659 TDRD12 +
100129278 2 21346789 TDRD15 +
81550 13 60970591 TDRD3 +
163589 1 179560748 TDRD5 +
221400 6 46655612 TDRD6 +
23424 9 100174232 TDRD7 +
122402 14 104394799 TDRD9 +
11022 1 151763892 TDRKH -
157695 8 495781 TDRP -
7003 11 12695969 TEAD1 +
8463 19 49865714 TEAD2 -
7005 6 35464853 TEAD3 -
7004 12 3068496 TEAD4 +
7006 4 48271881 TEC -
25851 7 97881563 TECPR1 -
9895 14 102829300 TECPR2 +
9524 19 14627897 TECR +
253017 4 65275186 TECRL -
7007 11 120971882 TECTA +
6975 10 114043493 TECTB +
127670 1 182369751 TEDDM1 -
7008 22 41763337 TEF +
79736 17 29233838 TEFM -
7010 9 27109139 TEK +
83659 17 6735080 TEKT1 -
27285 1 36549676 TEKT2 +
64518 17 15244958 TEKT3 -
150483 2 95537178 TEKT4 +
146279 16 10788802 TEKT5 -
9894 16 1543345 TELO2 +
100134934 17 73975301 TEN1 +
57451 5 166711804 TENM2 +
55714 4 183065140 TENM3 +
26011 11 79151992 TENM4 -
7011 14 20881588 TEP1 -
374739 16 58010339 TEPP +
7013 8 73921099 TERF1 +
7014 16 69442474 TERF2 -
54386 16 75681684 TERF2IP +
7015 5 1295184 TERT -
26136 7 115850547 TES +
54997 12 117537284 TESC -
7016 9 35605367 TESK1 +
10420 1 45956872 TESK2 -
9840 12 55378530 TESPA1 -
80312 10 70320413 TET1 +
54790 4 106067032 TET2 +
200424 2 74229840 TET3 +
54881 9 103115221 TEX10 -
83639 19 43905648 TEX101 +
56158 11 112038095 TEX12 +
56155 17 56769416 TEX14 -
56154 8 30748122 TEX15 -
400629 17 80317123 TEX19 +
55852 17 62340661 TEX2 -
647310 14 105864916 TEX22 +
122046 13 31506840 TEX26 +
113419 2 71222075 TEX261 -
51368 3 51696709 TEX264 +
121793 13 111968531 TEX29 +
93081 13 103426161 TEX30 -
339669 22 37403882 TEX33 -
84066 1 178482212 TEX35 +
387718 10 127371713 TEX36 -
200523 2 88824169 TEX37 +
374973 1 47134527 TEX38 +
25858 11 64067863 TEX40 +
374618 15 56536207 TEX9 +
7018 3 133464800 TF +
7019 10 60144782 TFAM +
7020 6 10419892 TFAP2A -
7021 6 50786436 TFAP2B +
7022 20 55204358 TFAP2C +
83741 6 50681541 TFAP2D +
339488 1 36038971 TFAP2E +
7023 16 4323076 TFAP4 -
51106 6 155635627 TFB1M -
64216 1 246729626 TFB2M -
7024 12 51566926 TFCP2 -
29842 2 122042783 TFCP2L1 -
7027 13 114239013 TFDP1 +
7029 3 141868386 TFDP2 -
7942 6 41703997 TFEB -
22797 7 115799950 TFEC -
7031 21 43786703 TFF1 -
7032 21 43771237 TFF2 -
7033 21 43735761 TFF3 -
10342 3 100428205 TFG +
24144 22 26908471 TFIP11 -
7035 2 188430487 TFPI -
7980 7 93520303 TFPI2 -
29844 19 54619055 TFPT -
7036 7 100240402 TFR2 -
7037 3 195809060 TFRC -
7038 8 133879203 TG +
23483 13 95248511 TGDS -
7039 2 70781325 TGFA -
7040 19 41859816 TGFB1 -
7041 16 31482906 TGFB1I1 +
7042 1 218519577 TGFB2 +
7043 14 76449334 TGFB3 -
7045 5 135364584 TGFBI +
7046 9 101866320 TGFBR1 +
7048 3 30647994 TGFBR2 +
7049 1 92371892 TGFBR3 -
100507588 19 7981030 TGFBR3L +
9392 2 105946491 TGFBRAP1 -
7050 18 3411606 TGIF1 +
60436 20 35201891 TGIF2 +
7051 14 24733638 TGM1 -
7052 20 36794980 TGM2 -
7053 20 2276647 TGM3 +
7047 3 44916100 TGM4 +
9333 15 43559055 TGM5 -
343641 20 2361554 TGM6 +
116179 15 43594453 TGM7 -
10618 2 85555548 TGOLN2 -
96764 8 56685701 TGS1 +
7054 11 2193107 TH -
63892 2 43823185 THADA -
55145 8 42698468 THAP1 -
56906 15 71185124 THAP10 -
57215 16 67876213 THAP11 +
83591 12 72056789 THAP2 +
90326 1 6684926 THAP3 +
51078 2 242576864 THAP4 -
168451 7 108210194 THAP5 -
152815 4 76439156 THAP6 +
80764 22 21356485 THAP7 -
199745 19 36545664 THAP8 -
79725 4 83821837 THAP9 +
7056 20 23030378 THBD -
7057 15 39873280 THBS1 +
7058 6 169654139 THBS2 -
7059 1 155178842 THBS3 -
7060 5 79287134 THBS4 +
51298 19 376013 THEG -
100506564 4 57396775 THEGL +
117145 1 151882284 THEM4 -
284486 1 151826173 THEM5 -
51337 8 143808621 THEM6 +
387357 6 128239776 THEMIS -
9473 1 28199055 THEMIS2 +
54974 5 157158205 THG1L +
79896 10 25305587 THNSL1 +
55258 2 88469835 THNSL2 +
9984 18 268050 THOC1 -
84321 5 175461683 THOC3 -
8563 22 29951205 THOC5 -
79228 16 3074028 THOC6 +
80145 3 63849579 THOC7 -
7064 19 2785458 THOP1 +
7066 3 184095932 THPO -
7067 17 38214543 THRA +
9967 1 36690017 THRAP3 +
7068 3 24536773 THRB -
7069 11 77774907 THRSP +
55901 13 52980629 THSD1 -
79875 15 71389291 THSD4 +
221981 7 11871824 THSD7A -
80731 2 137523115 THSD7B +
79178 14 24025216 THTPA +
55623 16 20753406 THUMPD1 -
80745 2 40006407 THUMPD2 -
25917 3 9404526 THUMPD3 +
7070 11 119295695 THY1 -
29087 11 134123264 THYN1 -
7072 2 70475792 TIA1 -
9220 17 27418537 TIAF1 -
7073 10 121356541 TIAL1 -
7074 21 32932290 TIAM1 -
26230 6 155153831 TIAM2 +
148022 19 4831716 TICAM1 -
353376 5 114961876 TICAM2 -
90381 15 90118713 TICRR +
7075 1 43766664 TIE1 +
92610 4 113207059 TIFA -
497189 5 134788089 TIFAB -
200765 2 233415226 TIGD1 -
166815 4 90033968 TIGD2 +
220359 11 65122238 TIGD3 +
201798 4 153700916 TIGD4 -
84948 8 144680074 TIGD5 +
81789 5 149380730 TIGD6 -
91151 16 3355729 TIGD7 -
201633 3 113995760 TIGIT +
91937 5 156390266 TIMD4 -
8914 12 56843187 TIMELESS -
26519 11 57298276 TIMM10 -
26515 11 6502677 TIMM10B +
26517 19 2427892 TIMM13 -
10440 1 201924619 TIMM17A +
29090 18 71815746 TIMM21 +
29928 17 900357 TIMM22 +
100287932 10 51623365 TIMM23 +
100652748 10 51371390 TIMM23B +
10469 19 8008805 TIMM44 -
92609 19 39971052 TIMM50 +
26521 11 111957522 TIMM8B -
26520 14 58894332 TIMM9 -
51300 3 119217379 TIMMDC1 +
7077 17 76921469 TIMP2 -
7078 22 33197687 TIMP3 +
7079 3 12200851 TIMP4 -
27283 6 54172657 TINAG +
64129 1 32042116 TINAGL1 +
26277 14 24711880 TINF2 -
25976 3 156391024 TIPARP +
54962 15 66679084 TIPIN -
261726 1 168148171 TIPRL +
114609 11 126152960 TIRAP +
93643 6 43445261 TJAP1 +
7082 15 30261068 TJP1 -
9414 9 71736209 TJP2 +
27134 19 3708107 TJP3 +
7083 17 76183314 TK1 -
7084 16 66586447 TK2 -
7086 3 53290068 TKT -
84076 4 164395047 TKTL2 -
116238 17 27054953 TLCD1 -
727910 17 1613732 TLCD2 -
57707 16 84587639 TLDC1 -
140711 20 35504524 TLDC2 +
7088 9 84304220 TLE1 -
7089 19 3047633 TLE2 -
7090 15 70390515 TLE3 -
7091 9 82186688 TLE4 +
79816 19 2977444 TLE6 +
9874 2 172087824 TLK1 -
11011 17 60536019 TLK2 +
7092 4 166794410 TLL1 +
7093 10 98273675 TLL2 -
7094 9 35732392 TLN1 -
83660 15 62682725 TLN2 +
7096 4 38858438 TLR1 -
81793 4 38784611 TLR10 -
7097 4 154622652 TLR2 +
7098 4 186990306 TLR3 +
7099 9 120466610 TLR4 +
7100 1 223316624 TLR5 -
10333 4 38858438 TLR6 -
54106 3 52273183 TLR9 -
3195 10 102889257 TLX1 +
3196 2 74740590 TLX2 +
30012 5 170736288 TLX3 +
83941 1 62191095 TM2D1 -
83877 8 38854343 TM2D2 -
80213 15 102192594 TM2D3 -
4071 3 149095652 TM4SF1 -
116441 3 149052201 TM4SF18 -
116211 3 196065244 TM4SF19 -
79853 2 228246711 TM4SF20 -
7104 3 149191761 TM4SF4 +
9032 17 4675179 TM4SF5 +
53346 15 83776159 TM6SF1 +
53345 19 19384200 TM6SF2 -
7108 11 64879317 TM7SF2 +
51768 12 27167367 TM7SF3 -
10548 14 24682679 TM9SF1 -
9375 13 100153671 TM9SF2 +
56889 10 98347209 TM9SF3 -
9777 20 30697309 TM9SF4 +
55319 4 164415594 TMA16 +
51372 3 48481667 TMA7 +
64114 2 219157309 TMBIM1 -
51643 12 66563765 TMBIM4 -
7009 12 50101508 TMBIM6 +
117531 9 75136717 TMC1 +
117532 20 2517253 TMC2 +
342125 15 81666554 TMC3 -
147798 19 54676944 TMC4 -
79838 16 19421818 TMC5 +
11322 17 76128488 TMC6 -
79905 16 18995256 TMC7 +
147138 17 76126851 TMC8 +
23023 3 129612419 TMCC1 -
9911 1 205197304 TMCC2 +
57458 12 95044338 TMCC3 -
54499 1 165796992 TMCO1 -
127391 1 40711619 TMCO2 +
55002 13 114145310 TMCO3 +
255104 1 20126438 TMCO4 -
145942 15 38214140 TMCO5A +
55374 5 140019012 TMCO6 +
11018 19 10946994 TMED1 -
10972 14 75643334 TMED10 -
10959 12 124069078 TMED2 +
23423 15 79603404 TMED3 +
222068 7 44621886 TMED4 -
50999 1 93646285 TMED5 -
146456 16 69385712 TMED6 -
51014 5 114968689 TMED7 -
283578 14 77843452 TMED8 -
54732 5 177019159 TMED9 +
8577 9 103204560 TMEFF1 +
23671 2 193060435 TMEFF2 -
55273 17 53809482 TMEM100 -
84336 17 42101314 TMEM101 -
284114 17 7338762 TMEM102 +
54868 17 72772622 TMEM104 +
284186 17 79304474 TMEM105 -
113277 17 41363854 TMEM106A +
54664 7 12250867 TMEM106B +
79022 12 48357352 TMEM106C +
84314 17 8079717 TMEM107 -
66000 3 132757235 TMEM108 +
79073 11 60681346 TMEM109 +
8834 17 21117937 TMEM11 -
375346 3 52931612 TMEM110 -
283953 16 8622304 TMEM114 -
11070 3 50397041 TMEM115 -
89894 12 112450970 TMEM116 -
84216 12 44229770 TMEM117 +
338773 12 108992096 TMEM119 -
144404 12 122150658 TMEM120B +
80757 14 105992940 TMEM121 +
114908 11 102341115 TMEM123 -
128218 1 43735665 TMEM125 +
84233 11 85359011 TMEM126A +
55863 11 85339629 TMEM126B +
55654 2 96931732 TMEM127 -
85013 4 4249950 TMEM128 -
92305 4 1723085 TMEM129 -
222865 7 98468394 TMEM130 -
23505 2 98612388 TMEM131 -
54972 11 60691935 TMEM132A +
114795 12 125671382 TMEM132B +
92293 12 128751948 TMEM132C +
121256 12 130388211 TMEM132D -
124842 17 32907768 TMEM132E +
83935 11 100862811 TMEM133 +
80194 11 67236743 TMEM134 -
65084 11 86748886 TMEM135 +
219902 11 120195838 TMEM136 +
51524 11 61129473 TMEM138 +
135932 7 142977050 TMEM139 +
55281 7 134832824 TMEM140 +
85014 9 139685807 TMEM141 +
55260 19 48867494 TMEM143 -
55314 4 159122756 TMEM144 +
284339 19 42817477 TMEM145 +
10430 19 36036497 TMEM147 +
28978 6 52535907 TMEM14A +
81853 6 10747992 TMEM14B +
51522 6 10723148 TMEM14C +
645843 3 152058779 TMEM14E -
129303 2 85830319 TMEM150A -
284417 19 55845416 TMEM150B -
441027 4 83483510 TMEM150C -
256472 11 66059341 TMEM151A +
441151 6 44238203 TMEM151B +
201799 4 153601317 TMEM154 -
132332 4 122686582 TMEM155 -
80008 4 39034542 TMEM156 -
25907 3 45267770 TMEM158 -
57146 16 21169698 TMEM159 +
54958 19 47551888 TMEM160 -
54929 19 19249322 TMEM161A -
153396 5 87565293 TMEM161B -
81615 2 135476570 TMEM163 -
55858 4 56262124 TMEM165 +
153339 5 82373682 TMEM167A -
56900 1 109632425 TMEM167B +
64418 7 112430647 TMEM168 -
92691 2 216946589 TMEM169 +
200728 2 62739029 TMEM17 -
124491 16 75499395 TMEM170A -
100113407 6 11537938 TMEM170B +
134285 5 72416119 TMEM171 +
340061 5 138862520 TMEM173 -
134288 5 72469022 TMEM174 +
84286 4 926175 TMEM175 +
55365 7 150497491 TMEM176A +
28959 7 150498448 TMEM176B -
80775 2 120436743 TMEM177 +
130733 2 39892122 TMEM178A +
100507421 7 140774032 TMEM178B +
388021 14 105071984 TMEM179 -
374395 11 62554887 TMEM179B +
129787 2 677439 TMEM18 -
79847 10 104221149 TMEM180 +
57583 6 158957468 TMEM181 +
130827 2 103353367 TMEM182 +
92703 1 202976514 TMEM183A +
202915 7 1600457 TMEM184A -
25829 22 38669040 TMEM184B -
55751 4 148538534 TMEM184C +
79134 2 120980984 TMEM185B -
25880 16 8891505 TMEM186 -
387521 20 48770335 TMEM189 -
55266 12 72079867 TMEM19 +
147744 19 55888204 TMEM190 +
201931 4 166129701 TMEM192 -
23306 12 57481846 TMEM194A -
100131211 2 191399448 TMEM194B -
256130 7 19813221 TMEM196 -
130612 2 220408385 TMEM198 +
147007 17 26684604 TMEM199 +
23670 9 74431606 TMEM2 -
114801 6 130686879 TMEM200A +
399474 1 29450447 TMEM200B -
645369 18 5895954 TMEM200C -
199953 1 9648932 TMEM201 +
338949 15 72690614 TMEM202 +
94107 9 140100090 TMEM203 -
79652 16 1578689 TMEM204 +
374882 19 11457194 TMEM205 -
55248 1 212588243 TMEM206 -
131920 3 190167665 TMEM207 -
29100 16 67261006 TMEM208 +
84928 7 129847610 TMEM209 -
100505993 9 140066861 TMEM210 -
255349 22 25342662 TMEM211 -
389177 3 171561139 TMEM212 +
155006 7 138482695 TMEM213 +
54867 2 27255778 TMEM214 +
401498 9 32783497 TMEM215 +
51259 11 61159159 TMEM216 +
221468 6 37225931 TMEM217 -
219854 11 124981659 TMEM218 -
124446 16 29952206 TMEM219 +
388335 17 10633633 TMEM220 -
100130519 19 17559376 TMEM221 -
84065 1 27648651 TMEM222 +
79064 11 62559493 TMEM223 -
338661 11 123756349 TMEM225 -
730130 7 123673523 TMEM229A -
161145 14 68000456 TMEM229B -
29058 20 5093749 TMEM230 -
79583 16 75590184 TMEM231 -
642987 5 110074657 TMEM232 -
387890 12 120031264 TMEM233 +
56063 1 32687972 TMEM234 -
283999 17 76227391 TMEM235 +
653567 10 17794251 TMEM236 +
65062 2 202508293 TMEM237 -
388564 19 55895966 TMEM238 -
100288797 20 2795614 TMEM239 +
339453 1 1475833 TMEM240 -
85019 18 21017925 TMEM241 -
729515 6 157744633 TMEM242 -
79161 7 86849903 TMEM243 -
253582 6 130182692 TMEM244 -
23731 9 111882225 TMEM245 -
84302 9 104295819 TMEM246 -
388946 2 46656329 TMEM247 +
55069 7 66386212 TMEM248 +
340393 8 145578574 TMEM249 -
84866 11 118401756 TMEM25 +
26175 14 93651296 TMEM251 +
169693 9 71155783 TMEM252 -
643382 14 21567096 TMEM253 +
80195 10 81838402 TMEM254 +
348013 13 114462216 TMEM255B +
254863 17 7307456 TMEM256 -
746 11 61560274 TMEM258 -
91304 19 1021117 TMEM259 -
219623 10 63213208 TMEM26 -
54916 14 56955072 TMEM260 +
90871 9 7888380 TMEM261 -
100130348 11 64856847 TMEM262 -
55754 6 75994684 TMEM30A -
161291 14 61748558 TMEM30B -
55161 4 41937137 TMEM33 +
140738 2 120187477 TMEM37 +
79041 19 16771938 TMEM38A +
55151 9 108456825 TMEM38B +
55254 3 119187677 TMEM39A -
55116 1 32537632 TMEM39B +
55287 3 12810956 TMEM40 -
90407 3 185216845 TMEM41A -
440026 11 9336327 TMEM41B -
131616 3 44903361 TMEM42 +
79188 3 14166440 TMEM43 +
93109 3 194354418 TMEM44 -
55076 3 100211463 TMEM45A +
120224 11 129685714 TMEM45B +
10329 12 64173583 TMEM5 +
23585 1 25664408 TMEM50A +
757 21 34852318 TMEM50B -
55092 1 15479028 TMEM51 +
339456 1 1850712 TMEM52 -
120939 12 10323141 TMEM52B +
79639 1 45140227 TMEM53 -
113452 1 33367039 TMEM54 -
55529 8 92053292 TMEM55A -
90809 14 20929771 TMEM55B -
148534 1 95582894 TMEM56 +
